[ 2016-06-15T16:59:10+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ route_check ] --START--
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10933 LIMIT 1   [ RunTime:0.000129s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10933 LIMIT 1   [ RunTime:0.000153s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10933 LIMIT 1   [ RunTime:0.000128s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11252 LIMIT 1   [ RunTime:0.000154s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11252 LIMIT 1   [ RunTime:0.000125s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11252 LIMIT 1   [ RunTime:0.000127s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11252 LIMIT 1   [ RunTime:0.000131s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10958 LIMIT 1   [ RunTime:0.000124s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10958 LIMIT 1   [ RunTime:0.000147s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10958 LIMIT 1   [ RunTime:0.000129s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10958 LIMIT 1   [ RunTime:0.000119s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11252 LIMIT 1   [ RunTime:0.000117s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11252 LIMIT 1   [ RunTime:0.000134s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11252 LIMIT 1   [ RunTime:0.000126s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11147 LIMIT 1   [ RunTime:0.000110s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11147 LIMIT 1   [ RunTime:0.000112s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10909 LIMIT 1   [ RunTime:0.000248s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10909 LIMIT 1   [ RunTime:0.000088s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10909 LIMIT 1   [ RunTime:0.000212s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10909 LIMIT 1   [ RunTime:0.000296s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10909 LIMIT 1   [ RunTime:0.000141s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10909 LIMIT 1   [ RunTime:0.000145s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10909 LIMIT 1   [ RunTime:0.000139s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10909 LIMIT 1   [ RunTime:0.000146s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10995 LIMIT 1   [ RunTime:0.000137s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10995 LIMIT 1   [ RunTime:0.000144s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10995 LIMIT 1   [ RunTime:0.000156s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10995 LIMIT 1   [ RunTime:0.000144s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10909 LIMIT 1   [ RunTime:0.000150s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10909 LIMIT 1   [ RunTime:0.000121s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10909 LIMIT 1   [ RunTime:0.000120s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10909 LIMIT 1   [ RunTime:0.000119s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11182 LIMIT 1   [ RunTime:0.000114s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11182 LIMIT 1   [ RunTime:0.000118s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11182 LIMIT 1   [ RunTime:0.000112s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11182 LIMIT 1   [ RunTime:0.000117s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000119s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000116s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000118s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000113s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000117s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000118s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000113s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000116s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11186 LIMIT 1   [ RunTime:0.000113s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11186 LIMIT 1   [ RunTime:0.000104s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11186 LIMIT 1   [ RunTime:0.000118s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11186 LIMIT 1   [ RunTime:0.000116s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11186 LIMIT 1   [ RunTime:0.000119s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11186 LIMIT 1   [ RunTime:0.000102s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11186 LIMIT 1   [ RunTime:0.000116s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11186 LIMIT 1   [ RunTime:0.000118s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000116s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000119s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000114s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000115s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000120s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000113s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000118s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000065s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11162 LIMIT 1   [ RunTime:0.000066s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11162 LIMIT 1   [ RunTime:0.000069s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11162 LIMIT 1   [ RunTime:0.000066s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11162 LIMIT 1   [ RunTime:0.000069s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11055 LIMIT 1   [ RunTime:0.000066s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11055 LIMIT 1   [ RunTime:0.000066s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11055 LIMIT 1   [ RunTime:0.000099s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11055 LIMIT 1   [ RunTime:0.000066s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000070s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000066s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000066s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000070s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000140s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000184s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000163s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000133s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10931 LIMIT 1   [ RunTime:0.000224s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10931 LIMIT 1   [ RunTime:0.000141s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10931 LIMIT 1   [ RunTime:0.000102s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10931 LIMIT 1   [ RunTime:0.000149s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000308s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000196s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000125s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000128s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10911 LIMIT 1   [ RunTime:0.000243s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10911 LIMIT 1   [ RunTime:0.000199s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10911 LIMIT 1   [ RunTime:0.000175s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11179 LIMIT 1   [ RunTime:0.000190s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11179 LIMIT 1   [ RunTime:0.000173s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11179 LIMIT 1   [ RunTime:0.000173s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11179 LIMIT 1   [ RunTime:0.000119s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000139s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000119s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000113s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =11206 LIMIT 1   [ RunTime:0.000143s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10916 LIMIT 1   [ RunTime:0.000072s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10921 LIMIT 1   [ RunTime:0.000074s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10921 LIMIT 1   [ RunTime:0.000067s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10921 LIMIT 1   [ RunTime:0.000071s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10921 LIMIT 1   [ RunTime:0.000066s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000092s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000104s ]
[ 2016-06-15T16:59:11+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/9/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10907 LIMIT 1   [ RunTime:0.000101s ]
