[ 2016-06-15T16:57:15+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/3/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | INFO: Tag[ route_check ] --START--
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000068s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000065s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000068s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000064s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000071s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000068s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000064s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000170s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000207s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000142s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000120s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000116s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000081s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000071s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000099s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000077s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000073s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000090s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000100s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000098s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000100s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000077s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000098s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000078s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000075s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000069s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000087s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000074s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000069s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000072s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000069s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000073s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000073s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000068s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000072s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000067s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000072s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000072s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000068s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000072s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000069s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000073s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000071s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000067s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000073s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000068s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000072s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000082s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000074s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000070s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000104s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000070s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000065s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000070s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000069s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000065s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000071s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000065s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000070s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000071s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000066s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000070s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000066s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000071s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000071s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000066s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000070s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000066s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000071s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000065s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000073s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000070s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000065s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000080s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000092s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000068s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000068s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000077s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000067s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000063s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000130s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000068s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000063s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000068s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000062s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000081s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000095s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000076s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000067s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000077s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000068s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000063s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000072s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000068s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000063s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000096s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000077s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000098s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000068s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000077s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10799 LIMIT 1   [ RunTime:0.000067s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10800 LIMIT 1   [ RunTime:0.000064s ]
[ 2016-06-15T16:57:31+08:00 ] /t050/index.php/YouZi/adminmoneyflows/tp/8/S_Date/2000-01-01/E_Date/2016-06-15/UserID// | SQL: SELECT `user_id` FROM `nnld_fck` WHERE id =10801 LIMIT 1   [ RunTime:0.000081s ]
